[["1:1","Ἀποκάλυψις","N- ----NSF-","ἀποκάλυψις"],
["12:15","γυναικὸς","N- ----GSF-","γυνή"],
["12:15","ὕδωρ","N- ----ASN-","ὕδωρ"],
["12:15","ὡς","C- --------","ὡς"],
["12:15","ποταμόν,","N- ----ASM-","ποταμός"],
["12:15","ἵνα","C- --------","ἵνα"],
["12:15","αὐτὴν","RP ----ASF-","αὐτός"],
["12:15","ποταμοφόρητον","A- ----ASF-","ποταμοφόρητος"],
["12:15","ποιήσῃ.","V- 3AAS-S--","ποιέω"],
["12:16","καὶ","C- --------","καί"],
["12:16","ἐβοήθησεν","V- 3AAI-S--","βοηθέω"],
["12:16","ἡ","RA ----NSF-","ὁ"],
["12:16","γῆ","N- ----NSF-","γῆ"],
["12:16","τῇ","RA ----DSF-","ὁ"],
["12:16","γυναικί,","N- ----DSF-","γυνή"],
["12:16","καὶ","C- --------","καί"],
["12:16","ἤνοιξεν","V- 3AAI-S--","ἀνοίγω"],
["12:16","ἡ","RA ----NSF-","ὁ"],
["12:16","γῆ","N- ----NSF-","γῆ"],
["12:16","τὸ","RA ----ASN-","ὁ"],
["12:16","στόμα","N- ----ASN-","στόμα"],
["12:16","αὐτῆς","RP ----GSF-","αὐτός"],
["12:16","καὶ","C- --------","καί"],
["12:16","κατέπιεν","V- 3AAI-S--","καταπίνω"],
["12:16","τὸν","RA ----ASM-","ὁ"],
["12:16","ποταμὸν","N- ----ASM-","ποταμός"],
["12:16","ὃν","RR ----ASM-","ὅς"],
["12:16","ἔβαλεν","V- 3AAI-S--","βάλλω"],
["12:16","ὁ","RA ----NSM-","ὁ"],
["12:16","δράκων","N- ----NSM-","δράκων"],
["12:16","ἐκ","P- --------","ἐκ"],
["12:16","τοῦ","RA ----GSN-","ὁ"],
["12:16","στόματος","N- ----GSN-","στόμα"],
["12:16","αὐτοῦ·","RP ----GSM-","αὐτός"],
["12:17","καὶ","C- --------","καί"],
["12:17","ὠργίσθη","V- 3API-S--","ὀργίζομαι"],
["12:17","ὁ","RA ----NSM-","ὁ"],
["12:17","δράκων","N- ----NSM-","δράκων"],
["12:17","ἐπὶ","P- --------","ἐπί"],
["12:17","τῇ","RA ----DSF-","ὁ"],
["12:17","γυναικί,","N- ----DSF-","γυνή"],
["12:17","καὶ","C- --------","καί"],
["12:17","ἀπῆλθεν","V- 3AAI-S--","ἀπέρχομαι"],
["12:17","ποιῆσαι","V- -AAN----","ποιέω"],
["12:17","πόλεμον","N- ----ASM-","πόλεμος"],
["12:17","μετὰ","P- --------","μετά"],
["12:17","τῶν","RA ----GPM-","ὁ"],
["12:17","λοιπῶν","A- ----GPM-","λοιπός"],
["12:17","τοῦ","RA ----GSN-","ὁ"],
["12:17","σπέρματος","N- ----GSN-","σπέρμα"],
["12:17","αὐτῆς,","RP ----GSF-","αὐτός"],
["12:17","τῶν","RA ----GPM-","ὁ"],
["12:17","τηρούντων","V- -PAPGPM-","τηρέω"],
["12:17","τὰς","RA ----APF-","ὁ"],
["12:17","ἐντολὰς","N- ----APF-","ἐντολή"],
["12:17","τοῦ","RA ----GSM-","ὁ"],
["12:17","θεοῦ","N- ----GSM-","θεός"],
["12:17","καὶ","C- --------","καί"],
["12:17","ἐχόντων","V- -PAPGPM-","ἔχω"],
["12:17","τὴν","RA ----ASF-","ὁ"],
["12:17","μαρτυρίαν","N- ----ASF-","μαρτυρία"],
["12:17","Ἰησοῦ·","N- ----GSM-","Ἰησοῦς"],
["12:18","καὶ","C- --------","καί"],
["12:18","⸀ἐστάθη","V- 3API-S--","ἵστημι"],
["12:18","ἐπὶ","P- --------","ἐπί"],
["12:18","τὴν","RA ----ASF-","ὁ"],
["12:18","ἄμμον","N- ----ASF-","ἄμμος"],
["12:18","τῆς","RA ----GSF-","ὁ"],
["12:18","θαλάσσης.","N- ----GSF-","θάλασσα"],
["13:1","Καὶ","C- --------","καί"],
["13:1","εἶδον","V- 1AAI-S--","ὁράω"],
["13:1","ἐκ","P- --------","ἐκ"],
["13:1","τῆς","RA ----GSF-","ὁ"],
["13:1","θαλάσσης","N- ----GSF-","θάλασσα"],
["13:1","θηρίον","N- ----ASN-","θηρίον"],
["13:1","ἀναβαῖνον,","V- -PAPASN-","ἀναβαίνω"],
["13:1","ἔχον","V- -PAPASN-","ἔχω"],
["13:1","κέρατα","N- ----APN-","κέρας"],
["13:1","δέκα","A- ----APN-","δέκα"],
["13:1","καὶ","C- --------","καί"],
["13:1","κεφαλὰς","N- ----APF-","κεφαλή"],
["13:1","ἑπτά,","A- ----APF-","ἑπτά"],
["13:1","καὶ","C- --------","καί"],
["13:1","ἐπὶ","P- --------","ἐπί"],
["13:1","τῶν","RA ----GPN-","ὁ"],
["13:1","κεράτων","N- ----GPN-","κέρας"],
["13:1","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:1","δέκα","A- ----APN-","δέκα"],
["13:1","διαδήματα,","N- ----APN-","διάδημα"],
["13:1","καὶ","C- --------","καί"],
["13:1","ἐπὶ","P- --------","ἐπί"],
["13:1","τὰς","RA ----APF-","ὁ"],
["13:1","κεφαλὰς","N- ----APF-","κεφαλή"],
["13:1","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:1","⸀ὀνόματα","N- ----APN-","ὄνομα"],
["13:1","βλασφημίας.","N- ----GSF-","βλασφημία"],
["13:2","καὶ","C- --------","καί"],
["13:2","τὸ","RA ----NSN-","ὁ"],
["13:2","θηρίον","N- ----NSN-","θηρίον"],
["13:2","ὃ","RR ----ASN-","ὅς"],
["13:2","εἶδον","V- 1AAI-S--","ὁράω"],
["13:2","ἦν","V- 3IAI-S--","εἰμί"],
["13:2","ὅμοιον","A- ----NSN-","ὅμοιος"],
["13:2","παρδάλει,","N- ----DSF-","πάρδαλις"],
["13:2","καὶ","C- --------","καί"],
["13:2","οἱ","RA ----NPM-","ὁ"],
["13:2","πόδες","N- ----NPM-","πούς"],
["13:2","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:2","ὡς","C- --------","ὡς"],
["13:2","ἄρκου,","N- ----GSF-","ἄρκος"],
["13:2","καὶ","C- --------","καί"],
["13:2","τὸ","RA ----NSN-","ὁ"],
["13:2","στόμα","N- ----NSN-","στόμα"],
["13:2","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:2","ὡς","C- --------","ὡς"],
["13:2","στόμα","N- ----NSN-","στόμα"],
["13:2","λέοντος.","N- ----GSM-","λέων"],
["13:2","καὶ","C- --------","καί"],
["13:2","ἔδωκεν","V- 3AAI-S--","δίδωμι"],
["13:2","αὐτῷ","RP ----DSN-","αὐτός"],
["13:2","ὁ","RA ----NSM-","ὁ"],
["13:2","δράκων","N- ----NSM-","δράκων"],
["13:2","τὴν","RA ----ASF-","ὁ"],
["13:2","δύναμιν","N- ----ASF-","δύναμις"],
["13:2","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:2","καὶ","C- --------","καί"],
["13:2","τὸν","RA ----ASM-","ὁ"],
["13:2","θρόνον","N- ----ASM-","θρόνος"],
["13:2","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:2","καὶ","C- --------","καί"],
["13:2","ἐξουσίαν","N- ----ASF-","ἐξουσία"],
["13:2","μεγάλην.","A- ----ASF-","μέγας"],
["13:3","καὶ","C- --------","καί"],
["13:3","μίαν","A- ----ASF-","εἷς"],
["13:3","ἐκ","P- --------","ἐκ"],
["13:3","τῶν","RA ----GPF-","ὁ"],
["13:3","κεφαλῶν","N- ----GPF-","κεφαλή"],
["13:3","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:3","⸀ὡς","C- --------","ὡς"],
["13:3","ἐσφαγμένην","V- -XPPASF-","σφάζω"],
["13:3","εἰς","P- --------","εἰς"],
["13:3","θάνατον,","N- ----ASM-","θάνατος"],
["13:3","καὶ","C- --------","καί"],
["13:3","ἡ","RA ----NSF-","ὁ"],
["13:3","πληγὴ","N- ----NSF-","πληγή"],
["13:3","τοῦ","RA ----GSM-","ὁ"],
["13:3","θανάτου","N- ----GSM-","θάνατος"],
["13:3","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:3","ἐθεραπεύθη.","V- 3API-S--","θεραπεύω"],
["13:3","καὶ","C- --------","καί"],
["13:3","⸀ἐθαυμάσθη","V- 3API-S--","θαυμάζω"],
["13:3","⸂ὅλη","A- ----NSF-","ὅλος"],
["13:3","ἡ","RA ----NSF-","ὁ"],
["13:3","γῆ⸃","N- ----NSF-","γῆ"],
["13:3","ὀπίσω","P- --------","ὀπίσω"],
["13:3","τοῦ","RA ----GSN-","ὁ"],
["13:3","θηρίου,","N- ----GSN-","θηρίον"],
["13:4","καὶ","C- --------","καί"],
["13:4","προσεκύνησαν","V- 3AAI-P--","προσκυνέω"],
["13:4","τῷ","RA ----DSM-","ὁ"],
["13:4","δράκοντι","N- ----DSM-","δράκων"],
["13:4","⸂ὅτι","C- --------","ὅτι"],
["13:4","ἔδωκεν⸃","V- 3AAI-S--","δίδωμι"],
["13:4","τὴν","RA ----ASF-","ὁ"],
["13:4","ἐξουσίαν","N- ----ASF-","ἐξουσία"],
["13:4","τῷ","RA ----DSN-","ὁ"],
["13:4","θηρίῳ,","N- ----DSN-","θηρίον"],
["13:4","καὶ","C- --------","καί"],
["13:4","προσεκύνησαν","V- 3AAI-P--","προσκυνέω"],
["13:4","τῷ","RA ----DSN-","ὁ"],
["13:4","θηρίῳ","N- ----DSN-","θηρίον"],
["13:4","λέγοντες·","V- -PAPNPM-","λέγω"],
["13:4","Τίς","RI ----NSM-","τίς"],
["13:4","ὅμοιος","A- ----NSM-","ὅμοιος"],
["13:4","τῷ","RA ----DSN-","ὁ"],
["13:4","θηρίῳ,","N- ----DSN-","θηρίον"],
["13:4","καὶ","C- --------","καί"],
["13:4","τίς","RI ----NSM-","τίς"],
["13:4","⸀δύναται","V- 3PMI-S--","δύναμαι"],
["13:4","πολεμῆσαι","V- -AAN----","πολεμέω"],
["13:4","μετ’","P- --------","μετά"],
["13:4","αὐτοῦ;","RP ----GSN-","αὐτός"],
["13:5","Καὶ","C- --------","καί"],
["13:5","ἐδόθη","V- 3API-S--","δίδωμι"],
["13:5","αὐτῷ","RP ----DSN-","αὐτός"],
["13:5","στόμα","N- ----NSN-","στόμα"],
["13:5","λαλοῦν","V- -PAPNSN-","λαλέω"],
["13:5","μεγάλα","A- ----APN-","μέγας"],
["13:5","καὶ","C- --------","καί"],
["13:5","⸀βλασφημίας,","N- ----APF-","βλασφημία"],
["13:5","καὶ","C- --------","καί"],
["13:5","ἐδόθη","V- 3API-S--","δίδωμι"],
["13:5","αὐτῷ","RP ----DSN-","αὐτός"],
["13:5","⸀ἐξουσία","N- ----NSF-","ἐξουσία"],
["13:5","ποιῆσαι","V- -AAN----","ποιέω"],
["13:5","μῆνας","N- ----APM-","μήν"],
["13:5","⸀τεσσεράκοντα","A- ----APM-","τεσσεράκοντα"],
["13:5","δύο.","A- ----APM-","δύο"],
["13:6","καὶ","C- --------","καί"],
["13:6","ἤνοιξε","V- 3AAI-S--","ἀνοίγω"],
["13:6","τὸ","RA ----ASN-","ὁ"],
["13:6","στόμα","N- ----ASN-","στόμα"],
["13:6","αὐτοῦ","RP ----GSN-","αὐτός"],
["13:6","εἰς","P- --------","εἰς"],
["13:6","⸀βλασφημίας","N- ----APF-","βλασφημία"],
["13:6","πρὸς","P- --------","πρός"],
["13:6","τὸν","RA ----ASM-","ὁ"],
["13:6","θεόν,","N- ----ASM-","θεός"],
["13:6","βλασφημῆσαι","V- -AAN----","βλασφημέω"],
["13:6","τὸ","RA ----ASN-","ὁ"],
["13:6","ὄνομα","N- ----ASN-","ὄνομα"],
["13:6","αὐτοῦ","RP ----GSM-","αὐτός"],
["13:6","καὶ","C- --------","καί"],
["13:6","τὴν","RA ----ASF-","ὁ"],
["13:6","σκηνὴν","N- ----ASF-","σκηνή"],
["13:6","αὐτοῦ,","RP ----GSM-","αὐτός"],
["13:6","τοὺς","RA ----APM-","ὁ"],
["13:6","ἐν","P- --------","ἐν"],
["13:6","τῷ","RA ----DSM-","ὁ"],
["13:6","οὐρανῷ","N- ----DSM-","οὐρανός"],
["13:6","σκηνοῦντας.","V- -PAPAPM-","σκηνόω"],
["13:7","καὶ","C- --------","καί"],
["13:7","ἐδόθη","V- 3API-S--","δίδωμι"],
["13:7","αὐτῷ","RP ----DSN-","αὐτός"],
["13:7","ποιῆσαι","V- -AAN----","ποιέω"],
["13:7","πόλεμον","N- ----ASM-","πόλεμος"],
["13:7","μετὰ","P- --------","μετά"],
["13:7","τῶν","RA ----GPM-","ὁ"],
["13:7","ἁγίων","A- ----GPM-","ἅγιος"],
["13:7","καὶ","C- --------","καί"],
["13:7","νικῆσαι","V- -AAN----","νικάω"],
["13:7","αὐτούς,","RP ----APM-","αὐτός"],
["13:7","καὶ","C- --------","καί"],
["13:7","ἐδόθη","V- 3API-S--","δίδωμι"],
["13:7","αὐτῷ","RP ----DSN-","αὐτός"],
["13:7","ἐξουσία","N- ----NSF-","ἐξουσία"],
["13:7","ἐπὶ","P- --------","ἐπί"],
["13:7","πᾶσαν","A- ----ASF-","πᾶς"],
["13:7","φυλὴν","N- ----ASF-","φυλή"],
["13:7","καὶ","C- --------","καί"],
["13:7","λαὸν","N- ----ASM-","λαός"],
["13:7","καὶ","C- --------","καί"],
["13:7","γλῶσσαν","N- ----ASF-","γλῶσσα"],
["13:7","καὶ","C- --------","καί"],
["13:7","ἔθνος.","N- ----ASN-","ἔθνος"],
["13:8","καὶ","C- --------","καί"],
["13:8","προσκυνήσουσιν","V- 3FAI-P--","προσκυνέω"],
["13:8","⸀αὐτὸν","RP ----ASM-","αὐτός"],
["13:8","πάντες","A- ----NPM-","πᾶς"],
["13:8","οἱ","RA ----NPM-","ὁ"],
["13:8","κατοικοῦντες","V- -PAPNPM-","κατοικέω"],
["13:8","ἐπὶ","P- --------","ἐπί"],
["13:8","τῆς","RA ----GSF-","ὁ"],
["13:8","γῆς,","N- ----GSF-","γῆ"],
["13:8","⸀οὗ","RR ----GSM-","ὅς"],
["13:8","οὐ","D- --------","οὐ"],
["13:8","γέγραπται","V- 3XPI-S--","γράφω"],
["13:8","τὸ","RA ----NSN-","ὁ"],
["13:8","ὄνομα","N- ----NSN-","ὄνομα"],
["13:8","⸀αὐτοῦ","RP ----GSM-","αὐτός"],
["13:8","ἐν","P- --------","ἐν"],
["13:8","τῷ","RA ----DSN-","ὁ"],
["13:8","βιβλίῳ","N- ----DSN-","βιβλίον"],
["13:8","τῆς","RA ----GSF-","ὁ"],
["13:8","ζωῆς","N- ----GSF-","ζωή"],
["13:8","τοῦ","RA ----GSN-","ὁ"],
["13:8","ἀρνίου","N- ----GSN-","ἀρνίον"],
["13:8","τοῦ","RA ----GSN-","ὁ"],
["13:8","ἐσφαγμένου","V- -XPPGSN-","σφάζω"],
["13:8","ἀπὸ","P- --------","ἀπό"],
["13:8","καταβολῆς","N- ----GSF-","καταβολή"],
["13:8","κόσμου.","N- ----GSM-","κόσμος"],
["13:9","Εἴ","C- --------","εἰ"],
["13:9","τις","RI ----NSM-","τις"],
["13:9","ἔχει","V- 3PAI-S--","ἔχω"],
["13:9","οὖς","N- ----ASN-","οὖς"],
["13:9","ἀκουσάτω.","V- 3AAD-S--","ἀκούω"],
["13:10","εἴ","C- --------","εἰ"],
["13:10","τις","RI ----NSM-","τις"],
["13:10","⸂εἰς","P- --------","εἰς"],
["13:10","αἰχμαλωσίαν,","N- ----ASF-","αἰχμαλωσία"],
["13:10","εἰς","P- --------","εἰς"],
["13:10","αἰχμαλωσίαν⸃","N- ----ASF-","αἰχμαλωσία"],
["13:10","ὑπάγει·","V- 3PAI-S--","ὑπάγω"],
["13:10","εἴ","C- --------","εἰ"],
["13:10","τις","RI ----NSM-","τις"],
["13:10","ἐν","P- --------","ἐν"],
["13:10","μαχαίρῃ","N- ----DSF-","μάχαιρα"],
["13:10","⸀ἀποκτανθῆναι","V- -APN----","ἀποκτείνω"],
["13:10","αὐτὸν","RP ----ASM-","αὐτός"],
["13:10","ἐν","P- --------","ἐν"],
["13:10","μαχαίρῃ","N- ----DSF-","μάχαιρα"],
["13:10","ἀποκτανθῆναι.","V- -APN----","ἀποκτείνω"],
["13:10","ὧδέ","D- --------","ὧδε"],
["13:10","ἐστιν","V- 3PAI-S--","εἰμί"],
["13:10","ἡ","RA ----NSF-","ὁ"],
["13:10","ὑπομονὴ","N- ----NSF-","ὑπομονή"],
["13:10","καὶ","C- --------","καί"],
["13:10","ἡ","RA ----NSF-","ὁ"],
["13:10","πίστις","N- ----NSF-","πίστις"],
["13:10","τῶν","RA ----GPM-","ὁ"],
["13:10","ἁγίων.","A- ----GPM-","ἅγιος"],
["13:11","Καὶ","C- --------","καί"],
["13:11","εἶδον","V- 1AAI-S--","ὁράω"],
["13:11","ἄλλο","A- ----ASN-","ἄλλος"],
["13:11","θηρίον","N- ----ASN-","θηρίον"],
["13:11","ἀναβαῖνον","V- -PAPASN-","ἀναβαίνω"],
["13:11","ἐκ","P- --------","ἐκ"],
["13:11","τῆς","RA ----GSF-","ὁ"],
["13:11","γῆς,","N- ----GSF-","γῆ"],
["13:11","καὶ","C- --------","καί"],
["13:11","εἶχεν","V- 3IAI-S--","ἔχω"],
["13:11","κέρατα","N- ----APN-","κέρας"],
["13:11","δύο","A- ----APN-","δύο"],
["13:11","ὅμοια","A- ----NPN-","ὅμοιος"],
["13:11","ἀρνίῳ,","N- ----DSN-","ἀρνίον"],
["13:11","καὶ","C- --------","καί"],
["13:11","ἐλάλει","V- 3IAI-S--","λαλέω"],
["13:11","ὡς","C- --------","ὡς"],
["13:11","δράκων.","N- ----NSM-","δράκων"],
["13:12","καὶ","C- --------","καί"],
["13:12","τὴν","RA ----ASF-","ὁ"],
["13:12","ἐξουσίαν","N- ----ASF-","ἐξουσία"],
["13:12","τοῦ","RA ----GSN-","ὁ"],
["13:12","πρώτου","A- ----GSN-","πρῶτος"],
["13:12","θηρίου","N- ----GSN-","θηρίον"],
["13:12","πᾶσαν","A- ----ASF-","πᾶς"],
["13:12","ποιεῖ","V- 3PAI-S--","ποιέω"],
["13:12","ἐνώπιον","P- --------","ἐνώπιον"],
["13:12","αὐτοῦ.","RP ----GSN-","αὐτός"],
["13:12","καὶ","C- --------","καί"],
["13:12","⸀ποιεῖ","V- 3PAI-S--","ποιέω"],
["13:12","τὴν","RA ----ASF-","ὁ"],
["13:12","γῆν","N- ----ASF-","γῆ"],
["13:12","καὶ","C- --------","καί"],
["13:12","τοὺς","RA ----APM-","ὁ"],
["13:12","ἐν","P- --------","ἐν"],
["13:12","αὐτῇ","RP ----DSF-","αὐτός"],
["13:12","κατοικοῦντας","V- -PAPAPM-","κατοικέω"],
["13:12","ἵνα","C- --------","ἵνα"],
["13:12","⸀προσκυνήσουσιν","V- 3FAI-P--","προσκυνέω"],
["13:12","τὸ","RA ----ASN-","ὁ"],
["13:12","θηρίον","N- ----ASN-","θηρίον"],
["13:12","τὸ","RA ----ASN-","ὁ"],
["13:12","πρῶτον,","A- ----ASN-","πρῶτος"],
["13:12","οὗ","RR ----GSN-","ὅς"],
["13:12","ἐθεραπεύθη","V- 3API-S--","θεραπεύω"],
["13:12","ἡ","RA ----NSF-","ὁ"],
["13:12","πληγὴ","N- ----NSF-","πληγή"],
["13:12","τοῦ","RA ----GSM-","ὁ"],
["13:12","θανάτου","N- ----GSM-","θάνατος"],
["13:12","αὐτοῦ.","RP ----GSN-","αὐτός"],
["13:13","καὶ","C- --------","καί"],
["13:13","ποιεῖ","V- 3PAI-S--","ποιέω"],
["13:13","σημεῖα","N- ----APN-","σημεῖον"],
["13:13","μεγάλα,","A- ----APN-","μέγας"],
["13:13","⸂ἵνα","C- --------","ἵνα"],
["13:13","καὶ","D- --------","καί"],
["13:13","πῦρ","N- ----ASN-","πῦρ"],
["13:13","ποιῇ⸃","V- 3PAS-S--","ποιέω"],
["13:13","ἐκ","P- --------","ἐκ"],
["13:13","τοῦ","RA ----GSM-","ὁ"],
["13:13","οὐρανοῦ","N- ----GSM-","οὐρανός"],
["13:13","⸂καταβαίνειν","V- -PAN----","καταβαίνω"],
["13:13","εἰς⸃","P- --------","εἰς"],
["13:13","τὴν","RA ----ASF-","ὁ"],
["13:13","γῆν","N- ----ASF-","γῆ"],
["13:13","ἐνώπιον","P- --------","ἐνώπιον"],
["13:13","τῶν","RA ----GPM-","ὁ"],
["13:13","ἀνθρώπων.","N- ----GPM-","ἄνθρωπος"],
["13:14","καὶ","C- --------","καί"],
["13:14","πλανᾷ","V- 3PAI-S--","πλανάω"],
["13:14","⸀τοὺς","RA ----APM-","ὁ"],
["13:14","κατοικοῦντας","V- -PAPAPM-","κατοικέω"],
["13:14","ἐπὶ","P- --------","ἐπί"],
["13:14","τῆς","RA ----GSF-","ὁ"],
["13:14","γῆς","N- ----GSF-","γῆ"],
["13:14","διὰ","P- --------","διά"],
["13:14","τὰ","RA ----APN-","ὁ"],
["13:14","σημεῖα","N- ----APN-","σημεῖον"],
["13:14","ἃ","RR ----NPN-","ὅς"],
["13:14","ἐδόθη","V- 3API-S--","δίδωμι"],
["13:14","αὐτῷ","RP ----DSN-","αὐτός"],
["13:14","ποιῆσαι","V- -AAN----","ποιέω"],
["13:14","ἐνώπιον","P- --------","ἐνώπιον"],
["13:14","τοῦ","RA ----GSN-","ὁ"],
["13:14","θηρίου,","N- ----GSN-","θηρίον"],
["13:14","λέγων","V- -PAPNSM-","λέγω"],
["13:14","τοῖς","RA ----DPM-","ὁ"],
["13:14","κατοικοῦσιν","V- -PAPDPM-","κατοικέω"],
["13:14","ἐπὶ","P- --------","ἐπί"],
["13:14","τῆς","RA ----GSF-","ὁ"],
["13:14","γῆς","N- ----GSF-","γῆ"],
["13:14","ποιῆσαι","V- -AAN----","ποιέω"],
["13:14","εἰκόνα","N- ----ASF-","εἰκών"],
["13:14","τῷ","RA ----DSN-","ὁ"],
["13:14","θηρίῳ,","N- ----DSN-","θηρίον"],
["13:14","⸂ὃς","RR ----NSM-","ὅς"],
["13:14","ἔχει⸃","V- 3PAI-S--","ἔχω"],
["13:14","τὴν","RA ----ASF-","ὁ"],
["13:14","πληγὴν","N- ----ASF-","πληγή"],
["13:14","⸂τῆς","RA ----GSF-","ὁ"],
["13:14","μαχαίρης","N- ----GSF-","μάχαιρα"],
